0	The church members co-opted individuals from similar backgrounds to replenish the congregation	4
0	We co-opted the independent minority tribes by pulling them into the Northern Alliance	2
0	The army tried to co-opt peasants into civil defence groups	5
0	He co-opted the criticism and embraced it	2
0	The child colored the drawings	3
1	My personal feelings color my judgment in this case	4
1	His political ideas color his lectures	4
0	color the walls with paint in warm tones	1
0	She committed herself to the work of God	2
0	After the second episode, she had to be committed	9
0	commit a random act of kindness	1
0	Please communicate this message to all employees	2
0	He communicated his anxieties to the psychiatrist	2
0	communicate a disease	1
1	The rooms communicated	3
0	He and his sons haven't communicated for years	6
0	John compared his haircut to his friend's	2
0	This car does not compare with our line of Mercedes	5
0	We can compare the Han dynasty to the Romans	3
1	Greed and ambition composed his personality	4
0	Beethoven composed nine symphonies	2
0	She had to compose herself before she could reply to this terrible insult	4
0	Our office is fully computerized now.	5
0	Please use a computerized disctionary.	4
0	They computerized the car industry	2
0	We condemn the racism in South Africa	2
0	The building was condemned by the inspector	4
1	His devotion to his sick wife condemned him to a lonely existence	7
0	Her strange behavior condemned her	4
0	He was condemned to ten years in prison	3
0	the county condemned the land to build a highway	3
0	condense the contents of a book into a summary	1
0	The cold air condensed the steam	4
1	Her feelings condensed	3
0	All our planets condensed out of the same material	4
0	Congress condensed the three-year plan into a six-month plan	2
0	You cannot conduct business like this	3
0	conduct an orchestra; Barenboim conducted the Chicago symphony for years	1
0	Bernstein conducted Mahler like no other conductor	2
0	his story confirmed my doubts	3
0	The witnesses confirmed the victim's account	3
0	The Senate confirmed the President's candidate for Secretary of Defense	3
0	the children were confirmed in their mother's faith	4
0	You must confront your opponent	3
0	You must confront your problems	3
0	We confronted him with the evidence	2
0	The child screamed when he confronted the man in the Halloween costume	6
0	These questions confuse even the experts.	3
0	The constant attention of the young man confused her.	8
0	Her remarks confused the debate.	3
0	consider the possibility of moving	1
0	You must consider her age	3
0	They considered the possibility of a strike	2
0	Please consider your family	2
0	The companies consolidated	3
0	consolidate one's gains	1
0	The town and county schools are being consolidated	8
0	The mud had consolidated overnight	4
0	consolidate fibers into boards	1
0	The United States were constitutionalized in the late 18th century	5
0	A good way of exercising is to constitutionalize	8
0	A woman's right to an abortion was constitutionalized in the 1970's	8
0	construct an equilateral triangle	1
0	construct a sentence	1
0	construct an argument	1
1	The fire consumed the building	3
0	this car consumes a lot of gas	3
0	The effort to pass the exam consumed all his energy	7
0	We continued to work into the night	2
0	The bad weather continued for two more weeks	4
0	We cannot continue several servants any longer	3
0	We continued our research into the cause of the illness	2
0	The demonstration continued after a break for lunch	3
0	The crowd converged on the movie star.	3
1	Social forces converged to bring the Fascists back to power.	3
1	The comedian convulsed the crowd	3
0	earthquakes convulsed the countryside	2
0	The spasm convulses her facial muscles	3
0	The muscles in her face convulsed	6
0	My husband doesn't cook	4
0	These potatoes have to cook for 20 minutes	5
0	The apothecary cooked the medicinal mixture in a big iron kettle	3
0	engineers will work to correct the effects or air resistance	5
1	the stock market corrected	4
0	The new contact lenses will correct for his myopia	6
0	Can you count the books on your shelf?	3
0	The toddler could count to 100	4
0	The academy counts several Nobel Prize winners among its members	3
0	I can count my colleagues in the opposition	3
0	each answer counts as three points	3
1	you can count on me to help you any time	3
0	The crocodile was crawling along the riverbed	4
1	My skin crawled--I was terrified	3
1	The old cheese was crawling with maggots	5
0	European children learn the breast stroke; they often don't know how to crawl	13
0	We credited her for saving our jobs	2
0	She was not properly credited in the program	5
0	We credit your account with $100	2
0	The prince was crowned in Westminster Abbey	4
1	The speech crowned the meeting	3
1	A weather vane crowns the building	4
0	crush an aluminum can	1
0	The car crushed the toy	3
1	She was crushed by his refusal of her invitation	3
0	The plastic bottle crushed against the wall	4
1	The meeting culminated in a tearful embrace.	3
1	Seurat culminated pointillism.	2
0	The helmet culminated in a crest.	3
1	The cigar smoke curled up at the ceiling.	4
1	She curled farther down under the covers.	2
0	Curl my hair, please.	1
0	The young girl danced into the room.	4
0	My husband and I like to dance at home to the radio.	7
0	The children danced with joy.	3
0	She dashed into the yard	2
0	He dashed the plate against the wall	2
1	dashed ambitions and hopes	1
1	dashed by the refusal	1
0	blue paint dashed with white	3
0	The package is dated November 24	4
0	Scientists often cannot date precisely archeological or prehistorical findings	4
0	She wrote the letter on Monday but she dated it Saturday so as not to reveal that she procrastinated	9
1	It dawned on him that she had betrayed him	2
1	The age of computers had dawned	6
0	It started to dawn, and we had to get up	4
0	The band debuts a new song or two each month	3
0	The new ballet that debuts next months at Covent Garden, is already sold out	5
0	This young soprano debuts next month at the Metropolitan Opera	4
0	We finally decided after lengthy deliberations	3
0	The case was decided	4
0	This new development finally decided me!	5
0	The vote in New Hampshire often decides the outcome of the Presidential election	7
0	He declared that he needed more money to carry out the task he was charged with	2
0	The President declared war	3
0	He declared that he was innocent	2
0	She was declared incompetent	3
0	Do you have anything to declare?	6
0	His wife declared at once for moving to the West Coast	3
0	he declined to join the group on a hike	2
0	The roof declines here	3
0	in many languages, speakers decline nouns, pronouns, and adjectives	5
0	deflate the air mattress	1
1	The bad review of his work deflated his self-confidence	7
1	The new measures deflated the economy	4
1	deflate the currency	1
0	The balloons deflated	3
0	the heat deformed the plastic sculpture	3
0	The sidewalk deformed during the earthquake	3
0	His body was deformed by leprosy	4
0	You should carry dehydrated food on your camping trip.	4
0	All this exercise and sweating has dehydrated me.	7
0	In the desert, you get dehydrated very quickly.	6
0	The victim's family is demanding compensation	5
0	The bank demanded payment of the loan	3
0	I demand an explanation	2
0	Her smile denoted that she agreed	3
0	`multi-' denotes `many' 	2
0	She denoted her feelings clearly	2
0	These news depressed her	3
1	The glut of oil depressed gas prices	5
1	The lack of rain had depressed the water level in the reservoir	6
0	The rising inflation depressed the economy	4
0	The mother deserted her children	3
0	If soldiers deserted Hitler's army, they were shot	3
0	the students deserted the campus after the end of exam period	3
0	This room is not designed for work.	5
0	Chanel designed the famous suit.	2
0	It is difficult to design a better mousetrap.	5
0	Dupont designs for the house of Chanel.	2
1	She designed a good excuse for not attending classes that day.	2
0	She designed to go far in the world of business.	2
1	Fire had devoured our home	3
1	She devoured his novels	2
0	he devoured three sandwiches	2
0	I cannot digest milk products	3
1	I cannot digest all this information	3
0	Protein digests in a few hours	2
1	the government digested the entire law into a code	3
0	The painting discolored.	3
0	The detergent discolored my shirts.	3
0	The shirts discolored.	3
0	She dismissed his advances	2
0	This case is dismissed!	4
0	I was dismissed after I gave my report	3
0	The acid distills at a specific temperature	3
0	distill the essence of this compound	1
0	The doctor distilled a few drops of disinfectant onto the wound	3
0	distill the essence of this compound	1
0	The acid distills at a specific temperature	3
0	The doctor distilled a few drops of disinfectant onto the wound	3
0	divide the cake into three equal parts	1
0	Can you divide 49 by seven?	3
0	The mountain range divides the two countries	4
0	The population doubled within 50 years	3
0	He doubled and vomited violently	2
0	She doubles as his wife and secretary	2
1	He downed three martinis before dinner.	2
1	Some people can down a pound of meat in the course of one meal.	4
1	The policeman downed the heavily armed suspect.	3
1	Three secretaries were downsized during the financial crisis.	4
1	The car makers downsized the SUVs when fuel became very expensive.	4
0	The company downsized its research staff.	3
0	The rain water drains into this big vat.	4
1	The exercise class drains me of energy.	4
0	We drained the oil tank.	2
1	Life in the camp drained him.	5
0	snow drifting several feet high	2
1	stock prices are drifting higher	4
1	My son drifted around for years in California before going to law school	3
1	The unknown young man drifted among the invited guests	5
0	drift the boats downstream	1
0	drift the cattle herds westwards	1
1	The stock market drifted upward	4
0	The patient must drink several liters each day	4
0	We were up drinking all night	4
1	The mother drinks in every word of her son on the stage	3
0	The husband drinks and beats his wife	3
1	I was drowned in work	3
1	She drowned her trouble in alcohol	2
0	The child drowned in the lake	3
0	He drowned the kittens	2
0	Age had dulled the surface	3
0	the varnished table top dulled with time	5
0	Too much cutting dulls the knife's edge	4
1	Middle age dulled her appetite for travel	3
0	No dumping in these woods!	2
1	The company dumped him after many years of service	3
0	The truck dumped the garbage in the street	3
0	He eased himself into the chair	2
0	ease the pain in your legs	1
0	The news eased my conscience	3
0	She was eating a banana	3
0	We did not eat until 10 P.M. because there were so many phone calls	4
0	This dog doesn't eat certain kinds of meat	4
0	Suddenly, the proprietor emerged from his office	4
1	Some nice results emerged from the study	4
0	He felt new emotions emerge	5
0	She ended their friendship when she found out that he had once been convicted of a crime.	2
0	This sad scene ended the movie.	4
0	The terrible news ended our hopes that he had survived.	4
0	engraved the trophy cupt with the winner's	1
1	The event engraved itself into her memory	3
0	engrave the pen with the owner's name	1
1	The Turks erased the Armenians in 1915	3
0	Please erase the formula on the blackboard--it is wrong!	2
0	Who erased the files form my hard disk?	2
1	Unrest erupted in the country	2
1	The tooth erupted and had to be extracted	3
0	Vesuvius erupts once in a while	2
1	A rash erupted on her arms after she had touched the exotic plant	3
0	The convicted murderer escaped from a high security prison	4
1	We escaped to our summer house for a few days	2
0	Gas escaped into the bedroom	2
0	Schliemann excavated Troy.	2
0	Carnegie had a lake excavated for Princeton University's rowing team.	5
0	The mining company wants to excavate the hillside.	6
0	The bad results were excluded from the report	5
0	The cost for the trip excludes food and beverages	6
0	The unruly student was excluded from the game	5
0	Please excuse my dirty hands	2
0	Please excuse me from this class	2
0	Your need to sleep late does not excuse your late arrival at work	8
0	excuse someone's behavior	1
0	In some states, criminals are executed	6
0	The Mafioso who collaborated with the police was executed	9
0	execute the decision of the people	1
0	execute a will or a deed	1
0	The President executed the treaty	3
0	This kind of work exhausts me.	5
1	One should not exhaust one's savings.	4
1	We have exhausted the food supplies.	3
0	The meteorologists are expecting rain for tomorrow	4
0	We were expecting a visit from our relatives	3
0	I'm expecting a full explanation as to why these files were destroyed	2
0	She is expecting in March	3
0	We exploded the nuclear bomb	2
0	The champagne bottle exploded	4
1	The boss exploded when he heard of the resignation of the secretary	3
0	The enemy exploded the bridge	3
0	He exploit the new taxation system	2
0	we must exploit the resources we are given wisely	3
0	he is exploiting the students	3
0	Can you express this distance in kilometers?	3
1	Many of the laboratory animals express the trait.	6
0	Italians express coffee rather than filter it.	2
0	She expressed the letter to Florida.	2
0	The two sofas face each other.	4
1	Turn and face your partner now.	3
1	A glossy material faced the lapels of the jacket.	4
1	The building was faced with beautiful stones.	4
0	a quantum computer can factor the number 15	5
0	make things factor into a company's profitability	3
0	You must factor in the recent developments	3
0	He fastened the lock onto the door.	2
0	This dress fastens in the back.	3
1	They fastened various nicknames to each other.	2
0	I fear she might get aggressive	2
0	I fear the winters in Moscow	2
0	I fear I won't make it to your wedding party	2
0	I fear the results of the final exams	2
1	The Middle East is fermenting	5
1	Islam is fermenting Africa	3
0	We ferment the grapes for a very long time to achieve high alcohol content	2
1	fill the child with pride	1
0	The pool slowly filled with water	4
0	The liquid fills the container	3
0	He filled up on turkey	2
0	He finished the dishes	2
0	The carpenter finished the table beautifully	3
0	That finished me with Mary	2
0	The boss fired his secretary today	3
0	The soldiers were fired	4
0	Oil fires the furnace	2
0	This piece won't fit into the puzzle	4
0	He fitted other pieces of paper to his cut-out	2
0	Can you fit the toy into the box?	3
0	How does this shirt fit?	5
0	flags flapped in the strong wind	2
0	The bird flapped its wings	3
0	The bird's wings were flapping	5
1	Every star seemed to flare with new intensity.	5
0	The bellbottom pants flare out.	4
1	The night sky flared with the massive bombardment.	4
0	The lights were flashing	4
0	The headlines flashed on the screen	3
1	The latest intelligence is flashed to all command posts	5
1	he flashed a $100 bill	2
0	A shooting star flashed and was gone	4
0	The lights flicked on and off.	3
0	He flicked a piece of paper across the table.	2
1	The father flicked him with his hand.	3
0	He floated the logs down the river	2
1	The Republicans are floating the idea of a tax reform	4
1	The dancer floated across the stage	3
1	The government floated the ruble for a few months	3
0	The swollen river flooded the village	4
1	flood the market with tennis shoes	1
0	Our basement flooded during the heavy rains	3
1	The crowd flowed out of the stadium	3
0	Water flowed into the cave	2
1	The artist flowed the washes on the paper	3
1	The champagne flowed at the wedding	3
0	The garbage flushed down the river	3
1	the sky flushed with rosy splendor	3
1	flush the wound with antibiotics	1
0	social groups form everywhere	3
1	This wall forms the background of the stage setting	3
1	form the young child's character	1
0	the water formed little beads	3
1	This writer really fractures the language.	4
1	These events could fracture the balance of power.	4
0	The pothole fractured a bolt on the axle.	3
0	The tibia fractured from the blow of the iron pipe.	3
0	fuel aircraft, ships, and cars	1
0	The tanker fueled in Bahrain	3
1	fuel the debate on creationism	1
1	The press was gagged	4
0	The burglars gagged the home owner and tied him to a chair	3
0	The students were gagging during dinner	4
0	he swallowed a fishbone and gagged	6
0	The home team was gaining ground	5
0	The stock market gained 24 points today	4
0	the peace movement gained momentum	4
0	She gained 20 pounds when she stopped exercising	2
0	He was galloping down the road	3
0	The horse was galloping along	4
0	Did you gallop the horse just now?	3
1	I gather you have not done your homework.	2
0	She gathered her shawl around her shoulders.	2
0	Our ancestors gathered nuts in the Fall.	3
0	The girl glared at the man who tried to make a pass at her	3
1	The moon glared back at itself from the lake's surface	3
1	The sun glared down on us	3
0	The fireflies were glowing and flying about in the garden	4
1	Her face glowed when she came out of the sauna	3
0	The coals were glowing in the dark	4
1	Make the people's hearts glow	5
0	His belief in God governs his conduct	5
0	Who is governing the country now?	3
1	most transitive verbs govern the accusative case in German	4
0	The passenger grabbed for the oxygen mask	3
0	She grabbed the child's hand and ran out of the room	2
1	This story will grab you	4
1	The conversation gravitated towards politics	3
0	Boys gravitate towards girls at that age	2
0	The stars gravitate towards each other	3
0	grind the spices in a mortar	1
0	grind designs into the glass bowl	1
0	grind lenses for glasses and cameras	1
0	She groped for her glasses in the darkness of the bedroom	2
1	His mind groped to make the connection	3
0	He made some sexual advances at the woman in his office and groped her repeatedly	13
0	The tree trunks had grown together	5
0	Corn doesn't grow here	3
0	He grows vegetables in his backyard	2
0	There will be men guarding the horses.	5
0	Please guard my possessions while I'm away.	2
1	This vaccine will guard you against infection.	4
1	The cooling lava continued to gutter toward lower ground.	6
1	Tears guttered down her face.	2
1	The heavy rain guttered the soil.	4
0	The roofer began to gutter the buildings.	5
1	I can't hack it anymore	3
0	he hacked his way through the forest	2
0	I'm not very good at hacking but I'll give it my best	6
0	The patient with emphysema is hacking all day	6
0	The critics hailed the young pianist as a new Rubinstein	3
0	She hails from Kalamazoo	2
0	It hailed for an hour	2
1	The colors don't harmonize	4
0	harmonize the different interests	1
1	harmonize one's goals with one's abilities	1
0	where is she heading	4
0	Who is heading this project?	3
1	The procession was headed by John	4
1	This student heads the class	3
1	These rivers head from a mountain range in the Himalayas	3
0	The list was headed by the name of the president	4
1	The wheat headed early this year	3
1	He heaped him with work	2
0	heap firewood around the fireplace	1
0	heap the platter with potatoes	1
0	Everyone helped out during the earthquake	2
0	These pills will help the patient	4
0	This will help to prevent accidents	3
0	I can't help myself--I have to smoke	3
0	I served him three times, and after that he helped himself	10
0	This money will help the development of literacy in developing countries	4
0	She helped herself to some of the office supplies	2
1	New slipcovers will help the old living room furniture	4
0	Goering often hunted wild boars in Poland	3
0	The hunters traced the deer into the woods	2
0	They hunted the unwanted immigrants out of the neighborhood	2
1	The oscillator hunts about the correct frequency	3
1	She hunted for her reading glasses but was unable to locate them	2
0	The King used to hunt these forests	5
0	This exercise will hurt your back	4
0	Our business was hurt by the new competition	4
1	She hurt me when she did not include me among her guests	2
0	Were you hurting after the accident?	3
0	Great heat can ignite almost any dry matter	4
0	Marsh gases ignited suddenly	3
1	The ostentatious way of living of the rich ignites the hatred of the poor	9
0	only few plants can immigrate to the island	5
0	Britain immigrated many colonists to America	2
0	Many people immigrated at the beginning of the 20th century	3
0	This child impressed me as unusually mature	3
0	The young chess player impressed her audience	5
0	To make a batik, you impress a design with wax	6
0	He inclined his ear to the wise old man	2
0	She inclined her head to the student	2
1	She inclines to the view that people should be allowed to expres their religious beliefs	2
1	Their language inclines us to believe them	3
0	The list includes the names of many famous writers	3
0	I include you in the list of culprits	2
0	We must include this chemical element in the group	3
0	These symptoms indicate a serious illness	3
0	indicated his wishes in a letter	1
0	Tetracycline is indicated in such cases	3
0	There was a ceremony to induct the president of the Academy.	6
0	We were inducted into the honor society.	3
0	The young geisha was inducted into the ways of her profession.	5
0	Your children have infected you with this head cold	4
1	society was infected by racism	3
1	His laughter infects everyone who is in the same room	3
1	The charges were inflated	4
1	The war inflated the economy	3
1	inflate the currency	1
0	I informed him of his rights	2
0	The principles that inform modern teaching	4
0	She had informed on her own parents for years	3
0	I inherited a castle from my French grandparents	2
0	The new chairman inherited many problems from the previous chair	4
0	I inherited my good eyesight from my mother	2
0	We injected the glucose into the patient's vein	2
1	He injected new life into the performance	2
0	inject hydrogen into the balloon	1
0	We interrupt the program for the following messages	2
0	Don't interrupt me when I'm reading	2
0	Please don't interrupt me while I'm on the phone	3
1	She interrupted her pregnancy	2
0	Why did the U.S. not intervene earlier in WW II?	6
1	This interludes intervenes between the two movements	3
1	The war intervened between the birth of her two children.	3
0	A new word processor was introduced	6
0	introduce exotic fruits	1
0	introduce legislation	1
0	Hitler invaded Poland on September 1, 1939	2
0	This new colleague invades my territory	4
0	The cancer had invaded her lungs	4
0	Can I invite you for dinner on Sunday night?	3
0	I invited them to a restaurant	2
0	We invited the neighbors in for a cup of coffee	2
0	The organizers invite submissions of papers for the conference	3
0	Don't involve me in your family affairs!	2
0	This decision involves many changes	3
0	Dinner at Joe's always involves at least six courses	5
0	His story completely involved me during the entire afternoon	4
0	The situation was rather involved	5
0	The driver jammed the brake pedal to the floor	3
0	the mechanism jammed	3
1	the theater was jampacked	4
0	He joined the Communist Party as a young man	2
0	join these two parts so that they fit together	1
0	She joined him for a drink	2
0	The two roads join here	4
1	juggle an account so as to hide a deficit	1
1	She had to juggle her job and her children	4
0	the player juggled the ball	3
1	We were keyed after the locks were changed in the building	3
0	His new Mercedes was keyed last night in the parking lot	5
1	key one's actions to the voters' prevailing attitude	1
0	The boy kicked the dog.	3
1	The gun kicked back into my shoulder.	3
0	He kicked the extra point after touchdown.	2
1	He kited many checks	2
1	The businessman kited millions of dollars	3
0	The pilot kited for a long time over the mountains	3
0	The bird landed on the highest branch	3
0	the pilot managed to land the airplane safely	5
1	this may land you in jail	3
0	The drug smugglers landed the heroin on the beach of the island	4
0	He landed several blows on his opponent's head	2
0	The ship landed in Pearl Harbor	3
0	the enemy landed several of our aircraft	3
0	lay the books on the table	1
1	lay the foundation for a new health care plan	1
0	This hen doesn't lay	4
1	lay a responsibility on someone	1
1	The news were leaked to the paper	4
1	The news leaked out despite his secrecy	3
0	Water leaked out of the can into the backpack	2
0	The container leaked gasoline	3
0	She leaned over the banister	2
0	He leaned his rifle against the wall	2
1	We can lean on this man	3
0	Her presence lends a certain cachet to the company	3
0	I will lend you my car	3
1	This story would lend itself well to serialization on television	4
1	level criticism or charges at somebody	1
