index	label	sentence	POS	FGPOS	w_index
a3m-fragment02	0	Sid snored on. Tom was aggravated. He said, "Sid, Sid!" and shook him.	na	5
a3m-fragment02	0	aggravated manslaughter	na	0
a3m-fragment02	0	The maid sounded very aggravated.	na	4
a3m-fragment02	0	an evil impulse	na	1
a3m-fragment02	0	brotherly love	na	0
a3m-fragment02	0	kept a tight rein on the proceedings	na	3
a3m-fragment02	0	cast a fishing lure	na	0
a3m-fragment02	0	cast dice	na	0
a3m-fragment02	0	We led out more rope and fixed it in place up steeper snow.	na	6
a3m-fragment02	0	fixes his eyes on the horizon	na	0
a3m-fragment02	0	the tree always yields good fruit	na	3
a3m-fragment02	0	buoy an anchor	na	0
a3m-fragment02	0	a raft buoyed by empty oil drums	na	2
a3m-fragment02	0	a dramatic actor	na	1
a3m-fragment02	0	a dramatic story	na	1
a3m-fragment02	0	… offers an outstanding vocal and dramatic performance …	na	6
a3m-fragment02	0	… has earned three Oscar nominations for his dramatic roles …	na	8
a3m-fragment02	0	controlled drugs	na	0
a3m-fragment02	0	conduct a class	na	0
a3m-fragment02	0	conduct a class	na	0
a3m-fragment02	0	conduct an opera	na	0
a3m-fragment02	0	conduct an experiment	na	0
a3m-fragment02	0	conducted herself in a professional manner	na	0
a3m-fragment02	0	conduct an investigation	na	0
a3m-fragment02	0	conduct a business	na	0
a3m-fragment02	0	Storm clouds loomed on the horizon.	na	2
a3m-fragment02	0	deficits loomed large	na	1
a3m-fragment02	0	fading flowers	na	0
a3m-fragment02	0	The fabrics faded in the strong sunshine.	na	2
a3m-fragment02	0	Our narcissistic culture has turned us into a nation of body-image "junkies" using everything in our power to carve, reshape, remold, and recast our bodies' natural shapes and processes so that they are better fitted to our desires.	na	1
a3m-fragment02	0	Our narcissistic culture has turned us into a nation of body-image "junkies" using everything in our power to carve, reshape, remold, and recast our bodies' natural shapes and processes so that they are better fitted to our desires.	na	1
a3m-fragment02	0	He was a very narcissistic man, not too concerned with the world.	na	4
a3m-fragment02	0	But when a mother's narcissistic needs are so great that she cannot relate to her child as he really is, she loves her child as a self-object—that is, as someone put on this earth to meet her needs.	na	4
a3m-fragment02	0	a prose style stripped to the bones	na	3
a3m-fragment02	0	threadbare clothes	na	0
a3m-fragment02	0	handy with a hammer as well as with a paintbrush	na	0
a3m-fragment02	0	struggling with the problem	na	0
a3m-fragment02	0	struggled through the high grass	na	0
a3m-fragment02	0	Paella, once the lowly meal of farmers … has indeed evolved into a very sumptuous one-dish meal …	na	3
a3m-fragment02	0	a lowly task	na	1
a3m-fragment02	0	It's easy to overlook the lowly alphabet book.	na	5
a3m-fragment02	0	bushes sprawling along the road	na	1
a3m-fragment02	0	an actor currently starring in a hit Broadway show	na	3
a3m-fragment02	0	In the fall of 1925, Elkins starred on the gridiron …	na	6
a3m-fragment02	0	Tequila and blood oranges star in this Margarita, which gets a spicy kick from homemade jalapeño syrup.	na	4
a3m-fragment02	0	troubled feelings about the decision	na	0
a3m-fragment02	0	our troubled cities	na	1
a3m-fragment02	0	The composer orchestrated the music for the symphony orchestra.	na	2
a3m-fragment02	0	orchestrated preparations for the banquet	na	0
a3m-fragment02	0	defeated their archrivals in the championship game	na	0
a3m-fragment02	0	defeat a hope	na	0
a3m-fragment02	0	The bill was defeated in the Senate.	na	3
a3m-fragment02	0	retune an engine	na	0
a3m-fragment02	0	a guitar/string that constantly needs to be retuned	na	7
a3m-fragment02	0	succumb to temptation	na	0
a3m-fragment02	0	green fields	na	0
a3m-fragment02	0	a short vacation	na	1
a3m-fragment02	0	boosted him up over the fence	na	0
a3m-fragment02	0	plans to boost production	na	2
a3m-fragment02	0	dazzling lights	na	0
a3m-fragment02	0	a dazzling achievement/performance	na	1
a3m-fragment02	0	a dazzling display of talent	na	1
a3m-fragment02	0	mix a drink at the bar	na	0
a3m-fragment02	0	wore a rabbit's foot as a good-luck charm	na	7
a3m-fragment02	0	a remote region accessible by rail	na	3
a3m-fragment02	0	information that should be accessible to everyone	na	4
a3m-fragment02	0	fashions at accessible prices	na	2
a3m-fragment02	0	She aims to win.	na	1
a3m-fragment02	0	Aim carefully before shooting.	na	0
a3m-fragment02	0	Every spring the National Football League conducts that most cherished of American rituals, the college draft. A couple of months before the event, prospective players show off their abilities in an athletic audition known as the combine.	na	36
a3m-fragment02	0	… Grumman Corp. lost the advanced tactical aircraft contract to the combine of McDonnell Douglas and General Dynamics.	na	11
a3m-fragment02	0	exploded in anger	na	0
a3m-fragment02	0	hunt buffalo	na	0
a3m-fragment02	0	hunted the escapees	na	0
a3m-fragment02	0	a catalyst poison	na	2
a3m-fragment02	0	dismiss the visitors	na	0
a3m-fragment02	0	He was dismissed fired{/gloss} from his job.	na	2
a3m-fragment02	0	Class is dismissed.	na	2
a3m-fragment02	0	an insatiable appetite for work	na	2
a3m-fragment02	0	He has a hearty appetite.	na	4
a3m-fragment02	0	He was hit by a car.	na	2
a3m-fragment02	0	The tank was hit by enemy fire.	na	3
a3m-fragment02	0	His mom told him to stop hitting his sister.	na	6
a3m-fragment02	0	She accidentally hit her head getting into the car.	na	2
a3m-fragment02	0	a rational understanding of the laws of nature can quench impossible desires	na	9
a3m-fragment02	0	a rational understanding of the laws of nature can quench impossible desires	na	9
a3m-fragment02	0	drying her hair	na	0
a3m-fragment02	0	lascivious acts/thoughts	na	0
a3m-fragment02	0	… crude and lascivious remarks …	na	3
a3m-fragment02	0	arrested for lewd and lascivious assault	na	4
a3m-fragment02	0	swirling water	na	0
a3m-fragment02	0	oily rags	na	0
a3m-fragment02	0	laces her fingers behind her head	na	0
a3m-fragment02	0	a ritual dance	na	1
a3m-fragment02	0	ritual purity	na	0
a3m-fragment02	0	The novices spend part of each day in prayer and meditation.	na	1
a3m-fragment02	0	stressing the equipment	na	0
a3m-fragment02	0	this traffic is stressing me out	na	3
a3m-fragment02	0	a man of dignified bearing	na	4
a3m-fragment02	0	a woman past bearing	na	3
a3m-fragment02	0	… a confident and cheerful bearing.	na	5
a3m-fragment02	0	fans lingered outside the door	na	1
a3m-fragment02	0	lingering doubts	na	0
a3m-fragment02	0	a ticklish subject	na	1
a3m-fragment02	0	The novices spend part of each day in prayer and meditation.	na	1
a3m-fragment02	0	a venerable jazz musician	na	1
a3m-fragment02	0	encouraged by the venerable doctor's head-nodding	na	3
a3m-fragment02	0	dictate for the stenographer	na	0
a3m-fragment02	0	resents being dictated to	na	2
a3m-fragment02	0	plan a new layout	na	0
a3m-fragment02	0	planned their escape	na	0
a3m-fragment02	0	Some jurisdictions are so overwhelmed that they are experimenting with routing school-children into specially designed courts that would keep first-time offenders from being saddled with an arrest record.	na	4
a3m-fragment02	0	When he first appeared in full regalia, I was overwhelmed.	na	9
a3m-fragment02	0	"We were overwhelmed," said John Robinson, the Rams' coach. "Clearly dominated."	na	2
a3m-fragment02	0	Only three Coast Guard rescue helicopters had managed to get into the air, and each was already overwhelmed by dozens of calls for help.	na	17
a3m-fragment02	0	explain the secret of your success	na	0
a3m-fragment02	0	unable to explain his strange conduct	na	2
a3m-fragment02	0	arrange flowers in a vase	na	0
a3m-fragment02	0	arranged a reception for the visitor	na	0
a3m-fragment02	0	arrange cards alphabetically	na	0
a3m-fragment02	0	The museum attracts visitors.	na	2
a3m-fragment02	0	The museum attracts visitors.	na	2
a3m-fragment02	0	an organization staffed by volunteers	na	2
a3m-fragment02	0	pointing a pencil with a knife	na	0
a3m-fragment02	0	stretched out her arms	na	0
a3m-fragment02	0	a querulous voice	na	1
a3m-fragment02	0	St. Andrew is commemorated on November 30.	na	3
a3m-fragment02	0	commemorate an anniversary	na	0
a3m-fragment02	0	an unruly crowd	na	1
a3m-fragment02	0	a mane of unruly hair	na	3
a3m-fragment02	0	a cacophony of color	na	1
a3m-fragment02	0	heroic legends	na	0
a3m-fragment02	0	It was a heroic decision.	na	3
a3m-fragment02	0	the heroic age	na	1
a3m-fragment02	0	prideful	na	0
a3m-fragment02	0	peaceful	na	0
a3m-fragment02	0	wheeled vehicles	na	0
a3m-fragment02	0	wheeled traffic	na	0
a3m-fragment02	0	Much as we try, we can't stop humanizing our horses.	na	7
a3m-fragment02	0	Lincoln forged a new lean language to humanize and redeem the first modern war.	na	7
a3m-fragment02	0	tried to gather a crowd	na	2
a3m-fragment02	0	gather flowers	na	0
a3m-fragment02	0	gathered firewood	na	0
a3m-fragment02	0	people of slender means	na	2
a3m-fragment02	0	bold settlers on some foreign shore	na	0
a3m-fragment02	0	punishing a bold child for talking back	na	2
a3m-fragment02	0	The price of the stock declined.	na	5
a3m-fragment02	0	his health declined	na	2
a3m-fragment02	0	astronomical observations	na	0
a3m-fragment02	0	astronomical numbers	na	0
a3m-fragment02	0	a defrocked priest	na	1
a3m-fragment02	0	an advertising blitz	na	2
a3m-fragment02	0	constructed a mythical all-star team	na	2
a3m-fragment02	0	a tragic mistake	na	1
a3m-fragment02	0	the tragic significance of the atomic bomb	na	1
a3m-fragment02	0	a civil rights icon	na	3
a3m-fragment02	0	Rosie the Riveter, a WWII [World War II] cultural icon with her blue jumpsuit and red bandana, represented the women who went to work at manufacturing hubs across the nation …	na	9
a3m-fragment02	0	… Purple Rain, the flick that established Prince as a pop icon and cineaste.	na	11
a3m-fragment02	0	an actor and fashion icon	na	4
a3m-fragment02	0	The king graced him with the rank of a knight.	na	2
a3m-fragment02	0	graveled walks graced with statues	na	2
a3m-fragment02	0	transpose letters to change the spelling	na	0
a3m-fragment02	0	Each facet of the problem requires careful attention.	na	1
a3m-fragment02	0	a dormitory with a shared living area	na	4
a3m-fragment02	0	Despite the shared memory, the PC performed relatively well …	na	2
a3m-fragment02	0	shared responsibilities	na	0
a3m-fragment02	0	shared equity	na	0
a3m-fragment02	0	Charlie Stuart represents a new breed of motorcyclists who are erasing the stereotypical black-leather-jacket, tough-guy image that plagued motorcyclists since the violent Hollywood productions of the Fifties.	na	12
a3m-fragment02	0	His book concedes that progress has been made in a sheerly numerical sense, but it argues that overall the black presence on television has been an endless recycling of a passel of injuriously stereotypical images.	na	33
a3m-fragment02	0	throw a baseball	na	0
a3m-fragment02	0	threw his opponent	na	0
a3m-fragment02	0	a revealing confession	na	1
a3m-fragment02	0	a revealing halter top	na	1
a3m-fragment02	0	uncover the truth	na	0
a3m-fragment02	0	an attractive smile	na	1
a3m-fragment02	0	attractive forces between molecules	na	0
a3m-fragment02	0	at close range	na	1
a3m-fragment02	0	close friends	na	0
a3m-fragment02	0	close to the speed of sound	na	0
a3m-fragment02	0	close to my birthday	na	0
a3m-fragment02	0	a directed reading program for students	na	1
a3m-fragment02	0	directed line segment	na	0
a3m-fragment02	0	bloodied but unbowed	na	2
a3m-fragment02	0	disguised herself in a wig and glasses	na	0
a3m-fragment02	0	mix a drink at the bar	na	0
a3m-fragment02	0	dismiss the visitors	na	0
a3m-fragment02	0	He was dismissed fired{/gloss} from his job.	na	2
a3m-fragment02	0	Class is dismissed.	na	2
a3m-fragment02	0	defuse a crisis	na	0
a3m-fragment02	0	thrust a dagger into his heart	na	0
a3m-fragment02	0	leap over a fence	na	0
a3m-fragment02	0	the difficult leap from college to the workplace	na	2
a3m-fragment02	0	a fish leaps out of the water	na	2
a3m-fragment02	0	discovering himself … as her adoring and magnanimous lover	na	0
a3m-fragment02	0	discover the solution	na	0
a3m-fragment02	0	reveal a secret	na	0
a3m-fragment02	0	The book deals with education.	na	2
a3m-fragment02	0	deal with an offender	na	0
a3m-fragment02	0	a lawyer who deals with real estate law	na	3
a3m-fragment02	0	is said to derive its name from a Native American word meaning "wild onion"	na	3
a3m-fragment02	0	what was derived from their observations	na	2
a3m-fragment02	0	a complex labyrinth of tunnels and chambers	na	2
a3m-fragment02	0	a labyrinth of swamps and channels	na	1
a3m-fragment02	0	violate the law	na	0
a3m-fragment02	0	misused his talents	na	0
a3m-fragment02	0	… their prisoner had the heavy task of receiving their insolence as wit, answering their insults with good-humour, and withholding from them the opportunity which they sought of engaging him in a quarrel, that they might have a pretence for misusing him.	na	40
a3m-fragment02	0	a word that is frequently misused	na	5
a3m-fragment02	0	one military force opposed to another	na	3
a3m-fragment02	0	oppose the enemy	na	0
a3m-fragment02	0	concreteness as opposed to abstraction	na	2
a3m-fragment02	0	Wallace asserted control early—shutting down both candidates when they tried to talk over one another, and shushing the audience when it reacted too audibly.	na	1
a3m-fragment02	0	The suspect continued to assert his innocence.	na	4
a3m-fragment02	0	He wished to vindicate himself in some way, to assert his manhood.	na	9
a3m-fragment02	0	borderline hypertension	na	0
a3m-fragment02	0	a borderline state between waking and sleeping	na	1
a3m-fragment02	0	a borderline town	na	1
a3m-fragment02	0	an unusual juxtaposition of colors	na	2
a3m-fragment02	0	contrasting shapes placed in juxtaposition to each other	na	4
a3m-fragment02	0	free trade versus protection	na	2
a3m-fragment02	0	a dictator who banishes anyone who opposes him	na	3
a3m-fragment02	0	He was banished from court.	na	2
a3m-fragment02	0	granite stones harsh with lichen	na	2
a3m-fragment02	0	harsh colors	na	0
a3m-fragment02	0	refer a patient to a specialist	na	0
a3m-fragment02	0	studied his own life … with a shrewd and humorous eye	na	9
a3m-fragment02	0	humorous stories	na	0
a3m-fragment02	0	shared a humorous anecdote	na	2
a3m-fragment02	0	butterflies fluttering among the flowers	na	1
a3m-fragment02	0	a sail fluttering in the wind	na	2
a3m-fragment02	0	hollow cheeks	na	0
a3m-fragment02	0	a hollow tree	na	1
a3m-fragment02	0	selfishness that had a gloss of humanitarianism about it	na	4
a3m-fragment02	0	The soldiers crawled forward on their bellies.	na	2
a3m-fragment02	0	The baby crawled toward her mother.	na	2
a3m-fragment02	0	traffic crawling along at 10 miles an hour	na	1
a3m-fragment02	0	bluffed them into surrendering	na	0
a3m-fragment02	0	was bluffed out of a winning hand	na	1
a3m-fragment02	0	Her own childhood had been made miserable by bullying …	na	8
a3m-fragment02	0	… underestimates the plain meanness behind the pleasure people take in bullying.	na	11
a3m-fragment02	0	can't tell you the answer but can give you a hint	na	10
a3m-fragment02	0	had been dropping hints that he would like to be invited	na	3
a3m-fragment02	0	gave only a hint of what was to come	na	3
a3m-fragment02	0	stared in blank dismay	na	2
a3m-fragment02	0	their partnership was dissolved	na	3
a3m-fragment02	0	their partnership was dissolved	na	3
a3m-fragment02	0	do not dissolve and deface the laws of charity	na	2
a3m-fragment02	0	dissolve sugar in water	na	0
a3m-fragment02	0	paid a teenager to mow his lawn	na	0
a3m-fragment02	0	paid the pizza deliverer	na	0
a3m-fragment02	0	pay wages	na	0
a3m-fragment02	0	a floral tribute	na	2
a3m-fragment02	0	They were fighting to stay awake.	na	2
a3m-fragment02	0	The soldiers fought bravely.	na	2
a3m-fragment02	0	So far, I've had the common sense not to tweet anything ghastly.	na	5
